ID	Result	NatureCode	CallRecived	Address
2017-001684	11	321	2017/1/5 11:23:47	751 NORTHEAST BLAKELY DRIVE
2017-001685	1	324	2017/1/5 11:25:37	NORTHEAST 71ST AVENUE
2017-001686	1	700	2017/1/5 11:28:05	301 SOUTHEAST YEW LANE
2017-001687	11	321	2017/1/5 11:28:55	2806 SOUTHEAST 45TH AVENUE
2017-001688	10	311	2017/1/5 11:34:36	1001 SOUTHWEST PAR PLACE
2017-001689	1	324	2017/1/5 11:37:36	NORTHWEST DELAWARE AVENUE/NORTHWEST STAATS STREET
2017-001690	10	300	2017/1/5 11:38:57	SOUTHEAST HAWTHORNE BOULEVARD
2017-001691	11	321	2017/1/5 11:43:41	1501 WEST 5TH AVENUE
2017-001692	1	251	2017/1/5 11:46:26	9001 LUDLOW STREET
2017-001693	11	321	2017/1/5 11:47:37	3155 EAST BURNSIDE STREET
2017-001694	11	321	2017/1/5 11:47:50	1100-1130 NORTHEAST 28TH AVENUE
2017-001695	1	745	2017/1/5 11:50:23	3400 SOUTHEAST 26TH AVENUE
2017-001696	11	321	2017/1/5 11:51:47	2121,2123,2125,2127,2129 NORTHEAST 17TH AVENUE
2017-001697	1	324	2017/1/5 11:56:16	TRUNK ROAD
2017-001698	1	324	2017/1/5 11:58:54	SOUTHWEST BOND STREET
2017-001699	11	321	2017/1/5 12:01:35	3188 NORTH HIGHWAY 97
2017-001700	1	911	2017/1/5 12:03:55	4401 TAFT DRIVE
2017-001701	11	321	2017/1/5 12:05:23	UNKNOWN ADDRESS
2017-001702	1	324	2017/1/5 12:06:54	SOUTHEAST REEDWAY STREET/SOUTHEAST 63RD AVENUE
2017-001703	10	300	2017/1/5 12:08:00	4124 SOUTHEAST 82ND AVENUE
2017-001704	10	311	2017/1/5 12:09:04	5901 SOUTHEAST POWELL BOULEVARD
2017-001705	1	511	2017/1/5 12:09:49	3701 SOUTHEAST DIVISION STREET
2017-001706	1	531	2017/1/5 12:11:39	1121 KAPIOLANI BOULEVARD
2017-001707	1	324	2017/1/5 12:19:56	FRONT STREET NORTH
2017-001708	11	321	2017/1/5 12:22:03	4124 SOUTHEAST 82ND AVENUE
2017-001709	1	324	2017/1/5 12:22:26	SOUTHEAST DAVIS AVENUE/SOUTHEAST 3RD STREET
2017-001710	1	324	2017/1/5 12:23:19	NEW SALEM ROAD
2017-001711	11	321	2017/1/5 12:25:06	2850 NORTHWEST RIPPLING RIVER COURT
2017-001712	10	300	2017/1/5 12:32:27	901 BASELINE ROAD
2017-001713	1	713	2017/1/5 12:32:44	2200 BAKER DRIVE
2017-001714	1000	322	2017/1/5 12:33:26	MOTORWAY ROAD
2017-001715	10	311	2017/1/5 12:39:49	1319 PUNAHOU STREET
2017-001716	11	321	2017/1/5 12:43:16	4800 BASELINE ROAD
2017-001717	11	321	2017/1/5 12:44:05	5505 GRAND LOOP ROAD
2017-001718	1	324	2017/1/5 12:44:26	SERVICE ROAD
2017-001719	1	652	2017/1/5 12:47:26	400 1ST AVENUE SOUTHEAST
2017-001720	1010	321	2017/1/5 12:54:14	SERVICE ROAD
2017-001721	11	321	2017/1/5 13:01:41	1925 NORTHEAST 42ND AVENUE
2017-001722	10	311	2017/1/5 13:02:44	9201 224TH AVENUE SOUTHEAST
2017-001723	11	321	2017/1/5 13:03:49	3201 RIDGEWOOD CIRCLE SOUTHWEST
2017-001724	1	661	2017/1/5 13:07:01	3510 SOUTHEAST 15TH AVENUE
2017-001725	1	324	2017/1/5 13:07:45	LEVERMYRVEIEN/SOLBERGGATEN
2017-001726	1	324	2017/1/5 13:12:47	SERVICE ROAD
2017-001727	11	321	2017/1/5 13:13:34	520 NORTHWEST WALL STREET
2017-001728	10	311	2017/1/5 13:18:44	602 NORTHEAST PACIFIC STREET
2017-001729	10	300	2017/1/5 13:24:05	3940 SOUTHEAST POWELL BOULEVARD
2017-001730	10	300	2017/1/5 13:28:12	1701 SOUTHEAST 32ND AVENUE
2017-001731	1	745	2017/1/5 13:30:21	2501 28TH STREET
2017-001732	1	400	2017/1/5 13:31:58	3085 ASH AVENUE
2017-001733	1	622	2017/1/5 13:37:10	RESIDENTIAL ROAD
2017-001734	1	510	2017/1/5 13:39:20	4201 NORTHWEST GILMAN BOULEVARD
2017-001735	1	322	2017/1/5 13:43:45	NORTHEAST EVERETT STREET
2017-001736	11	321	2017/1/5 13:45:08	4701 SOUTHEAST 77TH AVENUE
2017-001737	1	511	2017/1/5 13:47:38	202 NORTH MAIN STREET
2017-001738	10	300	2017/1/5 13:50:01	3501 NORTHEAST HALSEY STREET
2017-001739	1	324	2017/1/5 13:51:40	SERVICE ROAD
2017-001740	1	700	2017/1/5 13:52:03	202 WEST BROADWAY
2017-001741	1	611	2017/1/5 14:00:53	2101 SOUTHWEST SIMPSON AVENUE
2017-001742	10	311	2017/1/5 14:04:03	8501 SOUTHEAST WASHINGTON STREET
2017-001743	1	700	2017/1/5 14:04:26	6901 SOUTHEAST MARKET STREET
2017-001744	11	321	2017/1/5 14:07:16	3902 NORTHEAST GLISAN STREET
2017-001745	1	600	2017/1/5 14:08:55	1901 BEACH WALK
2017-001746	1	324	2017/1/5 14:14:52	NORTHEAST BROADWAY
2017-001747	1	554	2017/1/5 14:18:45	8401 182ND STREET SOUTHWEST
2017-001748	11	321	2017/1/5 14:19:53	7501 SOUTHEAST DIVISION STREET
2017-001749	11	321	2017/1/5 14:25:27	1165 13TH STREET
2017-001750	11	321	2017/1/5 14:28:56	2801 RIVERS EDGE WAY
2017-001751	10	300	2017/1/5 14:30:50	2534 SOUTHEAST BELMONT STREET
2017-001752	1	324	2017/1/5 14:38:52	NORTHEAST BROADWAY
2017-001753	11	321	2017/1/5 14:43:23	4401 NORTHWEST HEMINGWAY STREET
2017-001754	1	611	2017/1/5 14:45:13	SOUTHEAST 58TH AVENUE/SOUTHEAST MALL STREET
2017-001755	1	600	2017/1/5 14:45:46	BROADWAY
2017-001756	11	321	2017/1/5 14:46:23	2201 NORTHEAST BUTLER MARKET ROAD
2017-001757	1	324	2017/1/5 14:48:24	KAPIOLANI BOULEVARD/CURTIS STREET
2017-001758	1	324	2017/1/5 14:51:00	GATEWAY DRIVE
2017-001759	1	322	2017/1/5 14:52:43	TROLLSVINGEN
2017-001760	11	321	2017/1/5 14:54:23	6601 5TH AVENUE SOUTHEAST
2017-001761	11	321	2017/1/5 14:57:42	349 OLDE RIDENOUR ROAD
2017-001762	10	311	2017/1/5 14:59:43	3724 SOUTHEAST 40TH AVENUE
2017-001763	1	324	2017/1/5 15:00:21	RESIDENTIAL ROAD
2017-001764	10	311	2017/1/5 15:01:54	EAST BROADWAY/PATTERSON STREET
2017-001765	10	311	2017/1/5 15:05:18	5401 ARENDALSVEIEN
2017-001766	1	412	2017/1/5 15:06:12	4124 SOUTHEAST 82ND AVENUE
2017-001767	11	321	2017/1/5 15:06:55	3119 SOUTHEAST 12TH AVENUE
2017-001768	1	324	2017/1/5 15:10:33	SERVICE ROAD
2017-001769	10	311	2017/1/5 15:10:40	10001 NORTHWEST HARRIMAN STREET
2017-001770	10	311	2017/1/5 15:16:40	1700 ALA MOANA BLVD
2017-001771	1	324	2017/1/5 15:17:03	NORTHWEST TRENTON AVENUE/NORTHWEST JUNIPER STREET
2017-001772	11	321	2017/1/5 15:18:22	7701 NORTHEAST DOGWOOD STREET
2017-001773	1	611	2017/1/5 15:23:29	SOUTHWEST LONG AVENUE
2017-001774	1	740	2017/1/5 15:24:11	1045 NORTHEAST 3RD STREET
2017-001775	11	321	2017/1/5 15:31:53	4124 SOUTHEAST 82ND AVENUE
2017-001776	1	743	2017/1/5 15:33:22	4225 NORTHEAST TILLAMOOK STREET
2017-001777	1	324	2017/1/5 15:35:27	T. H. BANFIELD FREEWAY/NORTHEAST 53RD AVENUE
2017-001778	10	300	2017/1/5 15:38:48	5101 RONSON AVENUE
2017-001779	1	411	2017/1/5 15:47:39	1442 NORTHEAST 3RD STREET
2017-001780	11	321	2017/1/5 15:48:29	3301 KINCAID STREET
2017-001781	10	311	2017/1/5 15:48:46	2801 SYCAMORE MILL DRIVE
2017-001782	11	321	2017/1/5 15:49:30	7201 SOUTHWEST HOPKINS AVENUE
2017-001783	10	311	2017/1/5 15:52:08	3901 AUAHI STREET
2017-001784	11	321	2017/1/5 15:52:48	5102 EAST 13TH AVENUE
2017-001785	1000	324	2017/1/5 15:55:40	PROSPECT HILL ROAD
2017-001786	11	321	2017/1/5 15:59:42	UNKNOWN ADDRESS
2017-001787	1	151	2017/1/5 16:01:30	UNKNOWN ADDRESS
2017-001788	1	740	2017/1/5 16:01:59	7201 SOUTHEAST MORRISON STREET
2017-001789	1	251	2017/1/5 16:05:27	4827 SOUTHEAST 51ST AVENUE
2017-001790	11	321	2017/1/5 16:08:05	501 NORTHEAST SANDY BOULEVARD
2017-001791	1	611	2017/1/5 16:08:44	55 NORTHWEST WALL STREET
2017-001792	11	321	2017/1/5 16:08:51	601 SOUTHEAST 66TH AVENUE
2017-001793	1	324	2017/1/5 16:11:29	GRINNELL AVENUE/DREW CIRCLE
2017-001794	1	552	2017/1/5 16:15:33	7901 NORTHEAST SANDY BOULEVARD
2017-001795	10	311	2017/1/5 16:16:08	3329 SOUTHEAST WAVERLEIGH BOULEVARD
2017-001796	11	321	2017/1/5 16:16:14	2040 SOUTHEAST POWELL BOULEVARD
2017-001797	10	311	2017/1/5 16:19:11	1501 13TH STREET SOUTHEAST
2017-001798	1	500	2017/1/5 16:22:13	GREENBRIAR COURT
2017-001799	1	550	2017/1/5 16:29:35	30TH STREET
2017-001800	11	321	2017/1/5 16:32:11	6901 STANFORD COURT
2017-001801	10	300	2017/1/5 16:32:12	UNKNOWN ADDRESS
2017-001802	1	324	2017/1/5 16:32:52	LONGMONT DIAGONAL HIGHWAY/FOOTHILLS PARKWAY
2017-001803	10	300	2017/1/5 16:35:09	EAST 17TH AVENUE/MOSS STREET
2017-001804	11	321	2017/1/5 16:36:40	800 OCCIDENTAL AVENUE SOUTH
2017-001805	1	500	2017/1/5 16:39:39	2324 SOUTHEAST DIVISION STREET
2017-001806	1	324	2017/1/5 16:42:12	SERVICE ROAD
2017-001807	10	311	2017/1/5 16:43:42	701 WEST COCOA BEACH CAUSEWAY
2017-001808	11	321	2017/1/5 16:45:08	8403 SOUTHWEST 53RD STREET
2017-001809	10	300	2017/1/5 16:45:23	4401 SOUTH 6TH STREET
2017-001810	11	321	2017/1/5 16:48:53	2935 NORTHEAST GLISAN STREET
2017-001811	1	324	2017/1/5 16:50:21	3RD AVENUE NORTHWEST/7TH STREET NORTHWEST
2017-001812	10	311	2017/1/5 16:55:48	5402 GILLASPIE DRIVE
2017-001813	11	321	2017/1/5 16:56:00	2100 28TH STREET
2017-001814	10	311	2017/1/5 16:58:38	1435 SOUTHEAST 30TH AVENUE
2017-001815	1	412	2017/1/5 17:03:38	7301 2ND AVENUE SOUTH
2017-001816	11	321	2017/1/5 17:04:41	UNKNOWN ADDRESS
2017-001817	11	321	2017/1/5 17:12:09	3801 SHADY SPRING DRIVE
2017-001818	1	324	2017/1/5 17:21:46	SECONDARY ROAD
2017-001819	11	321	2017/1/5 17:28:00	4829 SOUTHEAST 82ND AVENUE
2017-001820	11	321	2017/1/5 17:31:23	4501 WAIOLA STREET
2017-001821	1	600	2017/1/5 17:32:36	8801 SOUTHEAST SALMON STREET
2017-001822	1	324	2017/1/5 17:34:04	SOUTHEAST 32ND AVENUE/SOUTHEAST GLADSTONE STREET
2017-001823	10	300	2017/1/5 17:34:07	2701 DOLE STREET
2017-001824	1	324	2017/1/5 17:34:07	NORTHWEST SAINT HELENS PLACE
2017-001825	11	321	2017/1/5 17:34:30	5801 NORTHEAST BROADWAY
2017-001826	1	322	2017/1/5 17:39:59	SERVICE ROAD
2017-001827	10	311	2017/1/5 17:42:16	6031 SOUTHEAST BELMONT STREET
2017-001828	1	324	2017/1/5 17:42:59	CORAL STREET
2017-001829	11	321	2017/1/5 17:45:08	6501 FOLSOM STREET
2017-001830	1	324	2017/1/5 17:49:22	SERVICE ROAD
2017-001831	11	321	2017/1/5 17:49:39	701 CARPENTER ROAD
2017-001832	1	551	2017/1/5 17:51:35	SERVICE ROAD
2017-001833	1	500	2017/1/5 17:54:05	6602 EDISON LANE
2017-001834	1	324	2017/1/5 17:55:36	LIME STREET
2017-001835	1	611	2017/1/5 17:55:56	2610 PEARL STREET
2017-001836	1	324	2017/1/5 17:56:17	WILLAMETTE STREET
2017-001837	1000	322	2017/1/5 17:56:26	SERVICE ROAD
2017-001838	1	324	2017/1/5 17:58:52	DUGWAY ROAD/HARDWICK ROAD
2017-001839	1	324	2017/1/5 18:00:57	10TH STREET NORTHEAST
2017-001840	11	321	2017/1/5 18:13:07	5401 NORTHEAST BUTLER MARKET ROAD
2017-001841	1	700	2017/1/5 18:15:23	6301 PARK DRIVE NORTHEAST
2017-001842	1000	324	2017/1/5 18:15:32	EAST 12TH AVENUE/OAK STREET
2017-001843	1	622	2017/1/5 18:20:59	SERVICE ROAD
2017-001844	10	311	2017/1/5 18:22:08	2609 SOUTHEAST 6TH AVENUE
2017-001845	1	324	2017/1/5 18:23:18	J.M. UGLANDS VEI
2017-001846	11	321	2017/1/5 18:23:22	1045 NORTHEAST 3RD STREET
2017-001847	1	324	2017/1/5 18:25:28	SERVICE ROAD
2017-001848	10	311	2017/1/5 18:27:48	UNKNOWN ADDRESS
2017-001849	11	321	2017/1/5 18:29:01	SUTTERTON DRIVE/HELMBRIGHT DRIVE
2017-001850	1	324	2017/1/5 18:32:38	SOUTHEAST 26TH AVENUE/SOUTHEAST BELMONT STREET
2017-001851	11	321	2017/1/5 18:34:05	2ND AVENUE SOUTHEAST/1ST STREET EAST
2017-001852	1010	321	2017/1/5 18:34:32	2115 SOUTHEAST MORRISON STREET
2017-001853	11	321	2017/1/5 18:35:01	3155 EAST BURNSIDE STREET
2017-001854	11	321	2017/1/5 18:36:41	3101 NORTHEAST 90TH AVENUE
2017-001855	11	321	2017/1/5 18:37:24	2201 SOUTHEAST 11TH AVENUE
2017-001856	1	324	2017/1/5 18:38:38	I STREET
2017-001857	10	311	2017/1/5 18:39:20	4000 SOUTHEAST 82ND AVENUE
2017-001858	1	353	2017/1/5 18:42:44	2501 EAST 17TH AVENUE
2017-001859	10	311	2017/1/5 18:43:37	2000 NORTHEAST 40TH AVENUE
2017-001860	1	440	2017/1/5 18:44:58	185 SOUTHEAST 3RD STREET
2017-001861	11	321	2017/1/5 18:53:10	HOLVIGASVINGEN
2017-001862	1	600	2017/1/5 18:55:00	SOUTHEAST 80TH AVENUE/SOUTHEAST HAWTHORNE BOULEVARD
2017-001863	11	321	2017/1/5 18:55:30	1500 NORTHEAST 3RD STREET
2017-001864	10	311	2017/1/5 18:59:00	330 SOUTHEAST 6TH AVENUE
2017-001865	1	324	2017/1/5 19:12:13	SERVICE ROAD
2017-001866	11	321	2017/1/5 19:14:46	902 SOUTHEAST SHERMAN STREET
2017-001867	10	300	2017/1/5 19:15:35	SERVICE ROAD
2017-001868	1	444	2017/1/5 19:16:32	VESTRE GRøM
2017-001869	1	745	2017/1/5 19:17:20	9702 NORTHEAST 13TH STREET
2017-001870	11	321	2017/1/5 19:24:11	4800 BASELINE ROAD
2017-001871	11	321	2017/1/5 19:26:54	1414 KINCAID STREET
2017-001872	10	300	2017/1/5 19:29:14	UNKNOWN ADDRESS
2017-001873	1	746	2017/1/5 19:30:55	4301 EAST 13TH AVENUE
2017-001874	11	321	2017/1/5 19:33:26	7101 BUTLER CIRCLE
2017-001875	11	321	2017/1/5 19:33:29	270 PACIFIC AVENUE NORTH
2017-001876	10	300	2017/1/5 19:33:38	4501 C STREET
2017-001877	1	611	2017/1/5 19:36:53	3829 SOUTHEAST DIVISION STREET
2017-001878	1	611	2017/1/5 19:37:11	2860 SOUTHEAST HOLGATE BOULEVARD
2017-001879	11	321	2017/1/5 19:38:19	9401 SOUTHWEST BROOKLANE DRIVE
2017-001880	1	324	2017/1/5 19:39:00	SERVICE ROAD
2017-001881	11	321	2017/1/5 19:40:54	UNKNOWN ADDRESS
2017-001882	11	321	2017/1/5 19:43:07	590 EAST BROADWAY
2017-001883	1	500	2017/1/5 19:45:14	5901 NORTHWEST ROANOKE AVENUE
2017-001884	1	522	2017/1/5 19:48:41	801 NORTHWEST DAVENPORT AVENUE
2017-001885	11	321	2017/1/5 19:49:01	UNKNOWN ADDRESS
2017-001886	11	321	2017/1/5 19:50:15	7201 NORTHEAST 5TH STREET
2017-001887	11	321	2017/1/5 19:57:22	850 NORTHWEST WALL STREET
2017-001888	1	743	2017/1/5 20:00:42	7806 BASELINE ROAD
2017-001889	11	321	2017/1/5 20:01:17	701 WEST COCOA BEACH CAUSEWAY
2017-001890	11	321	2017/1/5 20:02:49	7002 SOUTHEAST 11TH AVENUE
2017-001891	1	324	2017/1/5 20:03:29	SERVICE ROAD
2017-001892	11	321	2017/1/5 20:13:24	SERVICE ROAD
2017-001893	10	311	2017/1/5 20:17:33	305 NORTHEAST 67TH AVENUE
2017-001894	11	321	2017/1/5 20:20:05	RESIDENTIAL ROAD
2017-001895	11	321	2017/1/5 20:21:40	7301 SOUTHEAST CARUTHERS STREET
2017-001896	10	311	2017/1/5 20:24:16	7902 FRONT STREET NORTH
2017-001897	11	321	2017/1/5 20:24:18	1515 GREENBRIAR BOULEVARD
2017-001898	1	440	2017/1/5 20:27:01	8701 NORTHEAST 92ND AVENUE
2017-001899	10	311	2017/1/5 20:30:42	1001 SOUTHEAST 2ND PLACE
2017-001900	1	600	2017/1/5 20:32:36	1102 HAVENS CORNERS ROAD
2017-001901	11	321	2017/1/5 20:33:13	10001 NORTHEAST 9TH STREET
2017-001902	11	321	2017/1/5 20:40:17	4601 MORGAN LANE
2017-001903	1	700	2017/1/5 20:40:39	4124 SOUTHEAST 82ND AVENUE
2017-001904	10	311	2017/1/5 20:44:10	6901 SOUTHEAST YAMHILL STREET
2017-001905	1	136	2017/1/5 20:48:35	3601 SOUTHEAST ALDER STREET
2017-001906	11	321	2017/1/5 20:48:58	3307 SOUTHEAST 92ND AVENUE
2017-001907	1	324	2017/1/5 20:50:18	WEST KANE STREET/LONO AVENUE
2017-001908	10	311	2017/1/5 20:50:26	3188 NORTH HIGHWAY 97
2017-001909	1	734	2017/1/5 20:50:46	3201 SOUTHWEST 53RD STREET
2017-001910	11	321	2017/1/5 20:51:40	UNKNOWN ADDRESS
2017-001911	1	511	2017/1/5 20:53:01	701 BLUE SAGE COURT
2017-001912	1	511	2017/1/5 20:55:26	4101 8TH STREET SOUTHEAST
2017-001913	1	600	2017/1/5 20:57:40	9002 14TH STREET NORTHWEST
2017-001914	1	911	2017/1/5 21:00:45	2838 SOUTHEAST 82ND AVENUE
2017-001915	10	311	2017/1/5 21:02:38	4101 REDSTONE ROAD
2017-001916	1	611	2017/1/5 21:03:29	7801 EAST BURNSIDE STREET
2017-001917	1	324	2017/1/5 21:06:22	SERVICE ROAD
2017-001918	1	324	2017/1/5 21:19:52	CHISHOLM TRAIL
2017-001919	1	611	2017/1/5 21:20:30	4800 BASELINE ROAD
2017-001920	1	445	2017/1/5 21:21:14	6301 ARMOR HILL DRIVE
2017-001921	1	324	2017/1/5 21:27:33	SOUTHEAST 75TH AVENUE
2017-001922	11	321	2017/1/5 21:28:12	1001 NORTHWEST SHEVLIN PARK ROAD
2017-001923	1	744	2017/1/5 21:28:14	701 SOUTHEAST 17TH AVENUE
2017-001924	11	321	2017/1/5 21:29:51	NORTH ATLANTIC AVENUE
2017-001925	1	511	2017/1/5 21:30:41	10002 NORTHEAST 29TH AVENUE
2017-001926	11	321	2017/1/5 21:31:33	1901 2ND AVENUE NORTH
2017-001927	1	251	2017/1/5 21:31:38	1601 SOUTHEAST BELMONT STREET
2017-001928	11	321	2017/1/5 21:41:50	5401 IDYLWOOD DRIVE SOUTHWEST
2017-001929	1	445	2017/1/5 21:42:06	6501 IRIS AVENUE
2017-001930	1	324	2017/1/5 21:51:32	SOUTHEAST FRANKLIN STREET
2017-001931	11	321	2017/1/5 21:56:44	NORTHWEST ELGIN AVENUE
2017-001932	10	300	2017/1/5 22:08:25	8801 EAST 2ND AVENUE
2017-001933	11	321	2017/1/5 22:09:21	7801 20TH STREET
2017-001934	1	745	2017/1/5 22:11:43	310 WEST KAAHUMANU AVENUE
2017-001935	10	311	2017/1/5 22:16:45	1778 ALA MOANA BLVD
2017-001936	11	321	2017/1/5 22:17:08	2125 NORTHEAST 19TH AVENUE
2017-001937	10	311	2017/1/5 22:18:30	SERVICE ROAD
2017-001938	1	150	2017/1/5 22:23:24	21ST STREET
2017-001939	1	324	2017/1/5 22:24:33	GARDEN COURT NORTHWEST
2017-001940	11	321	2017/1/5 22:26:30	5923 SOUTHEAST FOSTER ROAD
2017-001941	11	321	2017/1/5 22:34:48	8501 KAMOKU STREET
2017-001942	1	611	2017/1/5 22:35:12	4901 MOUNT OLYMPUS DRIVE NORTHWEST
2017-001943	10	311	2017/1/5 22:35:52	5323 SOUTHEAST 47TH AVENUE
2017-001944	1	324	2017/1/5 22:37:56	SERVICE ROAD
2017-001945	1	735	2017/1/5 22:38:46	4805 NORTHEAST GLISAN STREET
2017-001946	11	321	2017/1/5 22:41:56	FRANKLIN BOULEVARD
2017-001947	1	741	2017/1/5 22:42:03	10001 SOUTHEAST LILLY AVENUE
2017-001948	11	321	2017/1/5 22:43:03	3401 ORCHARD STREET
2017-001949	11	321	2017/1/5 22:46:07	4901 SOUTHEAST FOSTER ROAD
2017-001950	1	700	2017/1/5 22:46:50	2252 SOUTHEAST 92ND AVENUE
2017-001951	11	321	2017/1/5 22:51:59	LEIGHTON ROAD/NORTH MAIN STREET
2017-001952	1	622	2017/1/5 22:55:48	301 LILY POND COURT
2017-001953	1	600	2017/1/5 22:56:56	1001 NORTHWEST SHEVLIN PARK ROAD
2017-001954	11	321	2017/1/5 23:09:23	2801 17TH STREET NORTHEAST
2017-001955	10	300	2017/1/5 23:11:05	SOUTHEAST POWELL BOULEVARD
2017-001956	1	324	2017/1/5 23:17:04	SERVICE ROAD
2017-001957	10	300	2017/1/5 23:25:13	1701 NORTHWEST JUNIPER STREET
2017-001958	10	311	2017/1/5 23:37:12	9601 SOUTHEAST WASHINGTON STREET
2017-001959	11	321	2017/1/5 23:50:41	5101 SOUTHEAST MALL STREET
2017-001960	11	321	2017/1/6 0:00:07	UNKNOWN ADDRESS
2017-001961	1	324	2017/1/6 0:04:24	NORTHEAST 63RD AVENUE
2017-001962	10	300	2017/1/6 0:08:47	6101 SW HAWKEYE AVE
2017-001963	11	321	2017/1/6 0:20:25	9701 10TH STREET NORTHEAST
2017-001964	10	300	2017/1/6 0:37:53	1302 SOUTHEAST POWELL BOULEVARD
2017-001965	10	311	2017/1/6 0:39:17	510 8TH AVENUE NORTHEAST
2017-001966	1	611	2017/1/6 0:40:51	111 FRONT STREET NORTH
2017-001967	1	324	2017/1/6 0:45:27	SERVICE ROAD
2017-001968	10	311	2017/1/6 0:47:09	9501 SOUTHEAST STARK STREET
2017-001969	10	311	2017/1/6 0:49:11	649 SOUTHEAST 32ND AVENUE
2017-001970	11	321	2017/1/6 0:54:11	400 1ST AVENUE SOUTHEAST
2017-001971	10	300	2017/1/6 0:54:31	3329 SOUTHEAST WAVERLEIGH BOULEVARD
2017-001972	10	300	2017/1/6 1:02:01	4801 WEST 7TH AVENUE
2017-001973	10	311	2017/1/6 1:30:43	3301 SOUTHEAST YAMHILL STREET
2017-001974	11	321	2017/1/6 1:32:48	4101 WILLOW WAY EAST
2017-001975	1	463	2017/1/6 1:33:50	602 EAST 15TH AVENUE
2017-001976	11	321	2017/1/6 1:35:37	734 SOUTHEAST POWELL BOULEVARD
2017-001977	1	611	2017/1/6 1:43:47	7201 NORTHWEST KINGSTON AVENUE
2017-001978	1	611	2017/1/6 1:45:02	SOUTHEAST 41ST AVENUE/SOUTHEAST TAGGART STREET
2017-001979	1	353	2017/1/6 1:45:24	4801 BELL DRIVE
2017-001980	1	611	2017/1/6 2:08:17	2045 SOUTHEAST HAWTHORNE BOULEVARD
2017-001981	1	324	2017/1/6 2:09:13	VESTREGATE/MARKVEIEN
2017-001982	1	552	2017/1/6 2:19:55	SERVICE ROAD
2017-001983	11	321	2017/1/6 2:20:25	UNKNOWN ADDRESS
2017-001984	11	321	2017/1/6 2:24:54	6127 NORTHEAST HASSALO STREET
2017-001985	10	311	2017/1/6 2:48:24	2101 EAST 7TH AVENUE
2017-001986	1	743	2017/1/6 2:55:45	1801 SOUTHEAST THORBURN STREET
2017-001987	1	611	2017/1/6 3:07:52	2318 SOUTHEAST 10TH AVENUE
2017-001988	1	740	2017/1/6 3:18:08	10001 SOUTHEAST WILLOW LANE
2017-001989	1	714	2017/1/6 3:24:56	5530 SOUTHEAST 72ND AVENUE
2017-001990	1	500	2017/1/6 3:27:28	9001 SOUTHWEST DONOVAN PLACE
2017-001991	1010	321	2017/1/6 3:31:46	5103 KONA STREET
2017-001992	11	321	2017/1/6 3:31:53	7101 NORTHWEST DROUILLARD AVENUE
2017-001993	11	321	2017/1/6 3:36:53	UNKNOWN ADDRESS
2017-001994	11	321	2017/1/6 3:46:52	9501 FERN PLACE
2017-001995	1	743	2017/1/6 3:52:40	UNKNOWN ADDRESS
2017-001996	1	740	2017/1/6 3:54:21	5601 TALISMAN PLACE
2017-001997	10	311	2017/1/6 3:55:55	2301 SOUTHEAST 32ND PLACE
2017-001998	11	321	2017/1/6 4:00:08	4805 NORTHEAST GLISAN STREET
2017-001999	10	311	2017/1/6 4:00:52	2202 SOUTHEAST YAMHILL STREET
2017-002000	1	735	2017/1/6 4:04:21	1 TORVET
2017-002001	11	321	2017/1/6 4:05:14	JOHNS LANE SE/GEORGETOWN DRIVE SOUTHEAST
2017-002002	1	743	2017/1/6 4:29:11	6031 SOUTHEAST BELMONT STREET
2017-002003	10	311	2017/1/6 4:37:07	8602 SOUTHEAST ALDER STREET
2017-002004	10	300	2017/1/6 4:38:00	3104 SOUTHEAST BELMONT STREET
2017-002005	1	324	2017/1/6 4:44:13	JAMES AVENUE SOUTHEAST
2017-002006	1	551	2017/1/6 5:08:54	601 DEERWOOD AVENUE
2017-002007	10	311	2017/1/6 5:20:11	4601 30TH STREET
2017-002008	1	611	2017/1/6 5:28:53	6001 SOUTHEAST BELMONT STREET
2017-002009	11	321	2017/1/6 5:36:01	835 SOUTHEAST STEPHENS STREET
2017-002010	1	324	2017/1/6 6:13:42	28TH STREET
2017-002011	1	324	2017/1/6 6:17:07	MOTORWAY_LINK ROAD
2017-002012	1	322	2017/1/6 6:22:41	919 NORTHWEST BOND STREET
2017-002013	1	324	2017/1/6 6:27:26	4TH STREET SOUTHEAST/1ST AVENUE SOUTHEAST
2017-002014	11	321	2017/1/6 6:28:19	1550 CENTRAL CAMPUS MALL
2017-002015	11	321	2017/1/6 6:28:41	800 OCCIDENTAL AVENUE SOUTH
2017-002016	11	321	2017/1/6 6:30:09	OSPELIA NORD
2017-002017	1	140	2017/1/6 6:32:36	1501 WEST 12TH AVENUE
2017-002018	11	321	2017/1/6 6:37:49	1036 NORTHEAST 8TH STREET
2017-002019	10	311	2017/1/6 6:47:26	4124 SOUTHEAST 82ND AVENUE
2017-002020	11	321	2017/1/6 7:06:21	4001 VESTERLED
2017-002021	1	611	2017/1/6 7:10:19	19 NORTHWEST GREENWOOD AVENUE
2017-002022	1	554	2017/1/6 7:11:49	SOUTHEAST SCHILLER STREET/SOUTHEAST 58TH AVENUE
2017-002023	10	300	2017/1/6 7:15:50	9902 HALEAKALA HIGHWAY
2017-002024	1	743	2017/1/6 7:18:27	1001 HOLIDAY LANE
2017-002025	11	321	2017/1/6 7:21:39	8001 NORTHEAST MULTNOMAH STREET
