ID	Result	NatureCode	CallRecived	Address
2017-009338	1	324	2017/1/25 10:48:35	SEAVIEW AVENUE
2017-009339	11	321	2017/1/25 10:56:20	WEST 6TH AVENUE
2017-009340	1	622	2017/1/25 10:56:50	7202 6TH STREET NORTHEAST
2017-009341	11	321	2017/1/25 11:07:58	3001 NORTH MAIN STREET
2017-009342	11	321	2017/1/25 11:09:44	UNKNOWN ADDRESS
2017-009343	10	311	2017/1/25 11:11:35	2801 YOUNG STREET
2017-009344	1	740	2017/1/25 11:13:19	7501 NUKUWAI PLACE
2017-009345	1	661	2017/1/25 11:13:23	710 SOUTHEAST 6TH AVENUE
2017-009346	1	531	2017/1/25 11:13:45	5545 NORTHEAST CLACKAMAS STREET
2017-009347	11	321	2017/1/25 11:27:02	SOUTHEAST WOODSTOCK BOULEVARD
2017-009348	11	321	2017/1/25 11:27:20	2610 PEARL STREET
2017-009349	1	400	2017/1/25 11:30:23	9801 NORTH 1ST STREET
2017-009350	1	324	2017/1/25 11:34:46	NORTHEAST IRVING STREET
2017-009351	1	324	2017/1/25 11:36:07	SERVICE ROAD
2017-009352	10	311	2017/1/25 11:36:31	1601 SOUTHEAST BELMONT STREET
2017-009353	1	463	2017/1/25 11:37:42	888 SOUTH KING STREET
2017-009354	11	321	2017/1/25 11:40:31	1915 NORTHEAST 33RD AVENUE
2017-009355	10	300	2017/1/25 11:40:41	3401 WEST MAIN STREET
2017-009356	1	531	2017/1/25 11:41:38	5201 SOUTH 8TH STREET
2017-009357	1000	400	2017/1/25 11:42:33	4901 NORTHEAST SANDY BOULEVARD
2017-009358	1	622	2017/1/25 11:51:33	UNKNOWN ADDRESS
2017-009359	11	321	2017/1/25 11:53:38	4601 RENTON ISSAQUAH ROAD SOUTHEAST
2017-009360	11	321	2017/1/25 12:00:30	4501 FRANKLIN BOULEVARD
2017-009361	11	321	2017/1/25 12:02:05	5501 WALNUT STREET
2017-009362	10	300	2017/1/25 12:02:17	MOTORWAY_LINK ROAD
2017-009363	11	321	2017/1/25 12:02:19	SOUTHEAST DIVISION STREET
2017-009364	1	611	2017/1/25 12:02:29	2902 KAAHUMANU AVENUE
2017-009365	10	311	2017/1/25 12:02:46	9501 EAST SUNSET WAY
2017-009366	11	321	2017/1/25 12:04:53	10002 NORTHEAST 29TH AVENUE
2017-009367	1	520	2017/1/25 12:09:09	5701 SOUTHWEST ENGLEWOOD AVENUE
2017-009368	10	300	2017/1/25 12:09:33	4502 22ND STREET
2017-009369	11	321	2017/1/25 12:12:24	1701 16TH AVENUE NORTHEAST
2017-009370	1	600	2017/1/25 12:12:59	351 NORTHEAST 2ND STREET
2017-009371	1	551	2017/1/25 12:14:39	1045 NORTHEAST 3RD STREET
2017-009372	11	321	2017/1/25 12:16:25	8350 SOUTHEAST DIVISION STREET
2017-009373	1	324	2017/1/25 12:17:15	GATEWAY DRIVE NORTHEAST
2017-009374	1	531	2017/1/25 12:17:59	5901 SOUTHWEST 26TH STREET
2017-009375	11	321	2017/1/25 12:22:58	3901 BEAR MOUNTAIN DRIVE
2017-009376	1	551	2017/1/25 12:23:00	5802 NORTH STREET
2017-009377	10	311	2017/1/25 12:28:11	201 KENT STREET
2017-009378	1	500	2017/1/25 12:29:21	5301 NORTHEAST REVERE AVENUE
 JUNIOR BOULEVARD"	0	440	2017/1/25 12:42:49	"210 SOUTHEAST MARTIN LUTHER KING
2017-009380	1	324	2017/1/25 12:46:02	SOUTHEAST RHONE STREET/SOUTHEAST 54TH AVENUE
2017-009381	1	324	2017/1/25 12:50:08	MOTORWAY ROAD
2017-009382	11	321	2017/1/25 12:51:57	1501 6TH STREET SOUTHWEST
2017-009383	1	324	2017/1/25 12:53:29	SERVICE ROAD
2017-009384	11	321	2017/1/25 12:54:42	5901 GREFSTADHEIA
2017-009385	1	611	2017/1/25 13:05:03	3817 SOUTHEAST CENTER STREET
2017-009386	1	251	2017/1/25 13:05:21	9201 NORTH ASH STREET
2017-009387	11	321	2017/1/25 13:07:22	546 NORTHEAST 12TH AVENUE
2017-009388	11	321	2017/1/25 13:07:29	SERVICE ROAD
2017-009389	10	300	2017/1/25 13:10:33	5201 ASHLEY COURT
2017-009390	11	321	2017/1/25 13:12:27	6201 LEHIGH STREET
2017-009391	11	321	2017/1/25 13:18:28	SERVICE ROAD
2017-009392	10	311	2017/1/25 13:18:59	108 NORTHWEST SISEMORE STREET
2017-009393	1	322	2017/1/25 13:23:03	1401 NORTHWEST NEWPORT HILLS
2017-009394	10	311	2017/1/25 13:23:26	4601 WILDWOOD ROAD
2017-009395	11	321	2017/1/25 13:23:37	7401 LONGMONT DIAGONAL HIGHWAY
2017-009396	11	321	2017/1/25 13:28:05	11TH AVENUE NORTHWEST
2017-009397	1	740	2017/1/25 13:31:16	2201 SOUTHEAST POWELL BOULEVARD
2017-009398	1	142	2017/1/25 13:35:54	BASELINE ROAD
2017-009399	1	324	2017/1/25 13:41:22	NORTHEAST DAVIS STREET/NORTHEAST LADDINGTON COURT
2017-009400	11	321	2017/1/25 13:46:00	SERVICE ROAD
2017-009401	10	311	2017/1/25 13:56:30	3801 NORTHEAST LAFAYETTE AVENUE
2017-009402	1	324	2017/1/25 13:56:51	NORTHEAST 38TH AVENUE/NORTHEAST KLICKITAT STREET
2017-009403	1	735	2017/1/25 13:57:32	9601 NORTHEAST 28TH AVENUE
2017-009404	1	611	2017/1/25 14:02:29	9801 NORTHEAST SCHUYLER STREET
2017-009405	1	600	2017/1/25 14:03:54	116 SOUTHEAST YAMHILL STREET
2017-009406	11	321	2017/1/25 14:12:23	SOUTHEAST 29TH AVENUE
2017-009407	11	321	2017/1/25 14:14:01	FAIRMOUNT BOULEVARD/FLORAL HILL DRIVE
2017-009408	11	321	2017/1/25 14:25:45	9601 NORTHEAST 28TH AVENUE
2017-009409	1	511	2017/1/25 14:28:22	BIRCH LANE
2017-009410	1	324	2017/1/25 14:28:44	ATHENS STREET/18TH STREET
2017-009411	11	321	2017/1/25 14:28:45	4301 NORTHWEST COLLEGE WAY
2017-009412	1	322	2017/1/25 14:30:43	SERVICE ROAD
2017-009413	1	700	2017/1/25 14:34:50	790 BLAIR BOULEVARD
2017-009414	10	311	2017/1/25 14:36:23	MOTORWAY ROAD
2017-009415	1	611	2017/1/25 14:37:33	6190 EAST LAKE SAMMAMISH PARKWAY SOUTHEAST
2017-009416	11	321	2017/1/25 14:39:03	15 NORTHEAST 18TH AVENUE
2017-009417	1	324	2017/1/25 14:39:09	KONA STREET
2017-009418	11	321	2017/1/25 14:41:57	145 SOUTHEAST 82ND AVENUE
2017-009419	1	500	2017/1/25 14:42:58	6501 SOUTHEAST MAIN STREET
2017-009420	1	700	2017/1/25 14:43:14	7101 SOUTHEAST BROOKLYN STREET
2017-009421	1	324	2017/1/25 14:43:44	FRONT STREET NORTH
2017-009422	11	321	2017/1/25 14:45:06	8401 SYCAMORE WOODS LANE
2017-009423	1	324	2017/1/25 14:48:39	14TH STREET/DELLWOOD AVENUE
2017-009424	11	321	2017/1/25 15:07:57	901 BASELINE ROAD
2017-009425	11	321	2017/1/25 15:08:50	UNKNOWN ADDRESS
2017-009426	1	622	2017/1/25 15:11:05	9601 SOUTHEAST TAYLOR STREET
2017-009427	1	740	2017/1/25 15:14:34	2201 WALNUT HOLLOW LANE
2017-009428	1	745	2017/1/25 15:14:39	2501 KALMIA AVENUE
2017-009429	1	324	2017/1/25 15:25:49	NORTHWEST COLORADO AVENUE
2017-009430	11	321	2017/1/25 15:28:10	510 8TH AVENUE NORTHEAST
2017-009431	1	700	2017/1/25 15:32:44	6301 EAST 13TH AVENUE
2017-009432	1	324	2017/1/25 15:37:42	KAPIOLANI BOULEVARD/KAAHA STREET
2017-009433	1	324	2017/1/25 15:41:52	SOUTHEAST 89TH AVENUE
2017-009434	11	321	2017/1/25 15:44:01	6801 BROADWAY
2017-009435	11	321	2017/1/25 15:45:04	UNKNOWN ADDRESS
2017-009436	1	324	2017/1/25 15:47:10	DARLEY AVENUE
2017-009437	1	324	2017/1/25 15:47:21	SERVICE ROAD
2017-009438	1	531	2017/1/25 15:48:24	3188 NORTH HIGHWAY 97
2017-009439	10	311	2017/1/25 15:51:34	SERVICE ROAD
2017-009440	1	324	2017/1/25 15:53:30	INTERSTATE H-1
2017-009441	11	321	2017/1/25 15:56:17	7801 FRANKLIN DRIVE
2017-009442	11	321	2017/1/25 15:58:56	9801 SOUTHEAST POWELL BOULEVARD FRONTAGE ROAD
2017-009443	1	622	2017/1/25 16:00:36	2601 CANYON BOULEVARD
2017-009444	11	321	2017/1/25 16:08:23	3400 SOUTHEAST 26TH AVENUE
2017-009445	1	600	2017/1/25 16:11:24	2505 SOUTHEAST 11TH AVENUE
2017-009446	1	324	2017/1/25 16:12:40	NORTHEAST ROYAL COURT/NORTHEAST 43RD AVENUE
2017-009447	11	321	2017/1/25 16:14:25	INNERSTATE 0
2017-009448	11	321	2017/1/25 16:16:21	208-220 CENTERTOWN PLAZA
2017-009449	11	321	2017/1/25 16:16:25	4655 HANOVER AVENUE
2017-009450	11	321	2017/1/25 16:18:20	1501 KITTSON AVENUE
2017-009451	1	551	2017/1/25 16:25:22	1201 ANDALUS DRIVE
2017-009452	1	324	2017/1/25 16:26:11	SOUTHEAST 74TH AVENUE/SOUTHEAST WASHINGTON STREET
2017-009453	11	321	2017/1/25 16:27:38	401 SOUTHEAST 40TH AVENUE
2017-009454	11	321	2017/1/25 16:29:50	UNKNOWN ADDRESS
2017-009455	11	321	2017/1/25 16:29:57	3035 SOUTHEAST DIVISION STREET
2017-009456	11	321	2017/1/25 16:31:38	150 SOUTH 4TH STREET
2017-009457	10	311	2017/1/25 16:32:59	349 OLDE RIDENOUR ROAD
2017-009458	1	324	2017/1/25 16:35:55	COBURG ROAD/OLD CANNERY CONNECTOR
2017-009459	11	321	2017/1/25 16:36:35	1801 EAST 18TH AVENUE
2017-009460	11	321	2017/1/25 16:37:05	3148 SOUTHEAST SALMON STREET
2017-009461	10	300	2017/1/25 16:38:31	8001 SOUTHWEST PHILOMATH BOULEVARD
2017-009462	10	311	2017/1/25 16:44:11	4016 SOUTHEAST BOISE STREET
2017-009463	1	463	2017/1/25 16:48:43	3445 NORTHEAST BROADWAY
2017-009464	1	324	2017/1/25 16:51:55	STORGATEN/PHAROS VEI
2017-009465	1	622	2017/1/25 16:56:20	CANAVERAL BOULEVARD/CHANDLER STREET
2017-009466	1	324	2017/1/25 16:58:27	AURORA AVENUE
2017-009467	1	331	2017/1/25 16:59:17	5701 SOUTH KING STREET
2017-009468	1	622	2017/1/25 17:00:28	SERVICE ROAD
2017-009469	1	554	2017/1/25 17:02:54	2201 SOUTHEAST 11TH AVENUE
2017-009470	1	324	2017/1/25 17:02:54	SOUTHEAST POWELL BOULEVARD
2017-009471	1000	151	2017/1/25 17:05:35	4802 ELM AVENUE
2017-009472	1	324	2017/1/25 17:06:18	GILLASPIE DRIVE/GRINNELL AVENUE
2017-009473	1	324	2017/1/25 17:07:28	7733 SOUTHEAST RAYMOND STREET
2017-009474	1010	321	2017/1/25 17:08:42	7801 T. H. BANFIELD FREEWAY
2017-009475	1	730	2017/1/25 17:09:14	7101 4TH STREET NORTHEAST
2017-009476	1	324	2017/1/25 17:12:35	SOUTHEAST SCHILLER STREET/SOUTHEAST 75TH AVENUE
2017-009477	10	311	2017/1/25 17:15:01	221 MAHALANI STREET
2017-009478	1	622	2017/1/25 17:17:56	9501 SOUTHEAST STARK STREET
2017-009479	1	621	2017/1/25 17:22:14	SERVICE ROAD
2017-009480	11	321	2017/1/25 17:24:22	724 EAST BURNSIDE STREET
2017-009481	1	611	2017/1/25 17:24:52	3109 SOUTHEAST 31ST AVENUE
2017-009482	1	622	2017/1/25 17:26:16	SOUTHEAST 41ST AVENUE/SOUTHEAST SHERMAN STREET
2017-009483	10	311	2017/1/25 17:28:18	5901 GREFSTADHEIA
2017-009484	11	321	2017/1/25 17:34:43	3155 EAST BURNSIDE STREET
2017-009485	1	324	2017/1/25 17:42:11	7801 NORTH 5TH STREET
2017-009486	1	324	2017/1/25 17:48:07	SOUTHEAST ASH STREET/SOUTHEAST 20TH AVENUE
2017-009487	10	311	2017/1/25 17:48:43	4301 CHARNELTON STREET
2017-009488	10	311	2017/1/25 17:52:36	1502 SOUTHEAST HARRISON STREET
2017-009489	10	300	2017/1/25 17:53:59	SERVICE ROAD
2017-009490	1	700	2017/1/25 17:55:16	3001 KINCAID ST.
2017-009491	10	311	2017/1/25 17:57:15	UNKNOWN ADDRESS
2017-009492	1	324	2017/1/25 17:57:30	STRANDFJORDEN
2017-009493	10	311	2017/1/25 17:57:41	HAMILTON COURT/OLD MILL DRIVE
2017-009494	1	622	2017/1/25 17:57:48	7701 NORTHEAST MULTNOMAH STREET
2017-009495	1	600	2017/1/25 17:59:14	3701 SOUTHEAST DIVISION STREET
2017-009496	1	552	2017/1/25 18:00:47	6801 I STREET
2017-009497	1	324	2017/1/25 18:00:59	SOUTHEAST LAVENDER STREET
2017-009498	10	300	2017/1/25 18:07:15	UNKNOWN ADDRESS
2017-009499	1	324	2017/1/25 18:10:26	55TH STREET
2017-009500	1	324	2017/1/25 18:11:51	SERVICE ROAD
2017-009501	1	411	2017/1/25 18:12:09	7401 REDSTONE ROAD
2017-009502	1	324	2017/1/25 18:19:20	BOWLING GREEN PLACE/DENISON AVENUE
2017-009503	1	745	2017/1/25 18:19:30	UNKNOWN ADDRESS
2017-009504	1	745	2017/1/25 18:23:41	7601 ASTRONAUT BOULEVARD
2017-009505	1	113	2017/1/25 18:24:20	801 SOUTHEAST INSLEY STREET
2017-009506	1	324	2017/1/25 18:27:31	EAST BURNSIDE STREET
2017-009507	11	321	2017/1/25 18:40:12	1950 COLORADO AVENUE
2017-009508	1	324	2017/1/25 18:42:00	SOUTHEAST GRAND AVENUE
2017-009509	1	600	2017/1/25 18:42:27	5401 ALGAROBA STREET
2017-009510	11	321	2017/1/25 18:42:57	349 OLDE RIDENOUR ROAD
2017-009511	1000	140	2017/1/25 18:48:46	5302 WAIMANU STREET
2017-009512	1	600	2017/1/25 18:54:20	UNKNOWN ADDRESS
2017-009513	10	311	2017/1/25 18:55:15	5429 SOUTHEAST FRANCIS STREET
2017-009514	1	324	2017/1/25 18:55:41	PRIMARY ROAD
2017-009515	1	324	2017/1/25 18:58:23	STANFORD AVENUE
2017-009516	1	621	2017/1/25 18:59:26	6901 WILDWOOD LANE
2017-009517	1	715	2017/1/25 19:01:30	28TH STREET
2017-009518	11	321	2017/1/25 19:06:57	301 SOUTHEAST 46TH AVENUE
2017-009519	1	600	2017/1/25 19:07:34	401 SOUTHEAST RHINE STREET
2017-009520	11	321	2017/1/25 19:08:54	9601 NORTHEAST 28TH AVENUE
2017-009521	11	321	2017/1/25 19:11:02	8601 UNIVERSITY AVENUE
2017-009522	10	311	2017/1/25 19:13:05	UNKNOWN ADDRESS
2017-009523	11	321	2017/1/25 19:16:35	19 NORTHWEST GREENWOOD AVENUE
2017-009524	1	324	2017/1/25 19:23:40	EAST 10TH AVENUE
2017-009525	1	600	2017/1/25 19:26:21	UNKNOWN ADDRESS
2017-009526	1	710	2017/1/25 19:27:15	307 SOUTHEAST 32ND AVENUE
2017-009527	1	324	2017/1/25 19:27:33	RESIDENTIAL ROAD
2017-009528	1	324	2017/1/25 19:41:50	NORTHEAST CéSAR E. CHáVEZ BOULEVARD/NORTHEAST WISTARIA DRIVE
2017-009529	10	300	2017/1/25 19:43:37	3101 KEOLANI PLACE
2017-009530	10	311	2017/1/25 19:44:49	201 SOUTHEAST LAFAYETTE STREET
2017-009531	1	322	2017/1/25 19:46:09	NORTHEAST 3RD STREET
2017-009532	11	321	2017/1/25 19:49:00	7601 FRONT STREET NORTH
2017-009533	10	311	2017/1/25 19:51:33	UNKNOWN ADDRESS
2017-009534	11	321	2017/1/25 19:52:34	1045 NORTHEAST 3RD STREET
2017-009535	11	321	2017/1/25 19:53:03	3201 SOUTHEAST RAYMOND STREET
2017-009536	11	321	2017/1/25 19:54:42	2901 FAIRMOUNT BOULEVARD
2017-009537	11	321	2017/1/25 19:55:46	6030 SOUTHEAST DIVISION STREET
2017-009538	10	300	2017/1/25 19:55:55	1776 UNIVERSITY AVENUE
2017-009539	1	730	2017/1/25 20:03:37	1255 HILYARD
2017-009540	10	311	2017/1/25 20:04:22	6031 SOUTHEAST BELMONT STREET
2017-009541	1	700	2017/1/25 20:07:53	4701 FLAT ROCK ROAD
2017-009542	11	321	2017/1/25 20:07:57	607 SOUTHEAST 17TH AVENUE
2017-009543	1	444	2017/1/25 20:09:41	UNKNOWN ADDRESS
2017-009544	11	321	2017/1/25 20:14:27	PRINCE OF WALES DRIVE/IMPERIAL DRIVE
2017-009545	1	324	2017/1/25 20:14:40	ISSAQUAH TRANSIT CENTER
2017-009546	10	311	2017/1/25 20:17:27	8101 YOUNG STREET
2017-009547	1	324	2017/1/25 20:22:13	5701 NORTHWEST DRAKE ROAD
2017-009548	1	600	2017/1/25 20:24:23	6702 NORTH 3RD STREET
2017-009549	11	321	2017/1/25 20:29:02	4800 BASELINE ROAD
2017-009550	11	321	2017/1/25 20:29:08	6801 SOUTHWEST ROSEBERRY STREET
2017-009551	11	321	2017/1/25 20:32:04	1115 YOUNG STREET
2017-009552	1	600	2017/1/25 20:39:13	3610 SOUTHEAST HARRISON STREET
2017-009553	1000	622	2017/1/25 20:39:53	501 NORTHWEST HILL STREET
2017-009554	10	311	2017/1/25 20:40:01	9201 DAIRY ROAD
2017-009555	11	321	2017/1/25 20:43:17	9601 NORTHEAST 28TH AVENUE
2017-009556	10	311	2017/1/25 20:43:36	10001 NORTHWEST TEAL PLACE
2017-009557	1010	321	2017/1/25 20:50:33	2417 SOUTHEAST HAWTHORNE BOULEVARD
2017-009558	11	321	2017/1/25 20:52:29	1501 MEADE AVENUE
2017-009559	1	324	2017/1/25 20:55:47	SOUTHEAST MARTIN LUTHER KING JUNIOR BOULEVARD
2017-009560	11	321	2017/1/25 20:59:48	2802 SOUTHEAST 28TH PLACE
2017-009561	1	324	2017/1/25 21:03:09	EAST 11TH AVENUE/PATTERSON ALLEY
2017-009562	11	321	2017/1/25 21:04:35	6401 SOUTHEAST HOLGATE BOULEVARD
2017-009563	10	311	2017/1/25 21:04:59	9701 NORTHWEST JUNIPER STREET
2017-009564	11	321	2017/1/25 21:05:10	1575 FOLSOM STREET
2017-009565	1	740	2017/1/25 21:08:21	3601 SOUTHEAST 21ST AVENUE
2017-009566	1	324	2017/1/25 21:10:10	SERVICE ROAD
2017-009567	1000	736	2017/1/25 21:12:28	6701 SOUTHEAST WASHINGTON STREET
2017-009568	11	321	2017/1/25 21:12:58	FOOTHILLS PARKWAY
2017-009569	1	611	2017/1/25 21:18:11	330 SOUTHEAST 6TH AVENUE
2017-009570	1	324	2017/1/25 21:22:47	PENNSYLVANIA AVENUE/BROADWAY
2017-009571	1	440	2017/1/25 21:23:36	9601 SOUTHEAST 35TH AVENUE
2017-009572	11	321	2017/1/25 21:30:01	3119 SOUTHEAST 12TH AVENUE
2017-009573	10	311	2017/1/25 21:35:47	2400 SOUTHEAST ANKENY STREET
2017-009574	11	321	2017/1/25 21:44:03	SERVICE ROAD
2017-009575	11	321	2017/1/25 21:45:26	4800 BASELINE ROAD
2017-009576	1000	745	2017/1/25 21:47:51	1778 ALA MOANA BLVD
2017-009577	1	324	2017/1/25 21:49:48	SERVICE ROAD
2017-009578	11	321	2017/1/25 21:49:51	10001 WASHINGTON AVENUE
2017-009579	10	311	2017/1/25 21:49:57	2601 EAST 17TH AVENUE
2017-009580	1	730	2017/1/25 21:51:32	4801 VESTREGATE
2017-009581	1	622	2017/1/25 21:57:20	NORTHEAST ROSS ROAD
2017-009582	1010	321	2017/1/25 22:04:16	8101 PHAROS VEI
2017-009583	1	745	2017/1/25 22:05:06	4301 SOUTHEAST BLACK NUGGET ROAD
2017-009584	1	671	2017/1/25 22:06:01	2101 SOUTHWEST SIMPSON AVENUE
2017-009585	10	311	2017/1/25 22:06:15	1301 SOUTHEAST 36TH PLACE
2017-009586	11	321	2017/1/25 22:08:50	2935 NORTHEAST BROADWAY
2017-009587	1	744	2017/1/25 22:10:21	7001 COLLEGE AVENUE
2017-009588	11	321	2017/1/25 22:11:21	7901 NORTHEAST IRVING STREET
2017-009589	1	743	2017/1/25 22:13:59	7108 5TH AVENUE SOUTHEAST
2017-009590	1	324	2017/1/25 22:14:32	GARDEN CIRCLE NORTHWEST/7TH AVENUE NORTHWEST
2017-009591	10	311	2017/1/25 22:17:00	6902 DAIRY ROAD
2017-009592	11	321	2017/1/25 22:19:37	SOUTHWEST 49TH STREET
2017-009593	1	600	2017/1/25 22:20:05	3628 SOUTHEAST 33RD PLACE
2017-009594	1	743	2017/1/25 22:20:39	1715 PLEASANT STREET
2017-009595	1	324	2017/1/25 22:24:05	SOUTHEAST 80TH AVENUE/SOUTHEAST CORA STREET
2017-009596	1	611	2017/1/25 22:26:38	WALNUT STREET
2017-009597	11	321	2017/1/25 22:28:15	3101 KEOLANI PLACE
2017-009598	1	745	2017/1/25 22:28:57	1121 KAPIOLANI BOULEVARD
2017-009599	1	611	2017/1/25 22:31:37	KEOLANI PLACE
2017-009600	1	746	2017/1/25 22:32:17	2608 SOUTHEAST 25TH AVENUE
2017-009601	1	600	2017/1/25 22:34:01	6901 PARKSIDE DRIVE
2017-009602	1	611	2017/1/25 22:35:31	4800 BASELINE ROAD
2017-009603	11	321	2017/1/25 22:39:59	901 BASELINE ROAD
2017-009604	1	700	2017/1/25 22:45:16	7801 NORTHWEST HOLLY STREET
2017-009605	1	600	2017/1/25 22:46:57	222 EAST BLAND STREET
2017-009606	1000	411	2017/1/25 22:47:49	2801 YOUNG STREET
2017-009607	11	321	2017/1/25 22:55:23	1501 SOUTHEAST WOODWARD STREET
2017-009608	10	300	2017/1/25 22:56:43	7601 NORTHEAST COUCH STREET
2017-009609	1	733	2017/1/25 23:00:19	6303 SOUTHEAST 84TH AVENUE
2017-009610	10	311	2017/1/25 23:02:48	3701 SOUTHEAST DIVISION STREET
2017-009611	1	743	2017/1/25 23:02:58	801 WEST 7TH AVENUE
2017-009612	10	311	2017/1/25 23:05:59	3377 SOUTHEAST DIVISION STREET
2017-009613	10	311	2017/1/25 23:07:23	7702 3RD STREET SOUTHWEST
2017-009614	11	321	2017/1/25 23:15:33	8501 NORTHWEST HILLSIDE PARK DRIVE
2017-009615	11	321	2017/1/25 23:22:39	3420 SOUTHEAST CϿ�SAR E. CHϿ�VEZ BOULEVARD
2017-009616	1	552	2017/1/25 23:25:38	501 PULSIPHER AVENUE
2017-009617	11	321	2017/1/25 23:30:29	SOUTHEAST 18TH AVENUE
2017-009618	11	321	2017/1/25 23:33:17	1310 PUNAHOU STREET
2017-009619	1	730	2017/1/25 23:34:45	7701 SOUTHEAST GRANT STREET
2017-009620	1	735	2017/1/25 23:39:12	2425 KUHIO AVENUE
2017-009621	1	400	2017/1/25 23:43:54	2006 FALCON TERRACE NW
2017-009622	1	324	2017/1/25 23:45:09	NORTHEAST SANDY BOULEVARD
2017-009623	1	324	2017/1/25 23:49:55	MILL STREET/HEIL DRIVE
2017-009624	11	321	2017/1/25 23:50:22	HEIL DRIVE/LAURA DRIVE
2017-009625	1	550	2017/1/25 23:51:30	1701 SOUTHEAST 32ND AVENUE
2017-009626	1	324	2017/1/25 23:57:05	4TH STREET SOUTHEAST/MERO COURT SOUTHEAST
2017-009627	11	321	2017/1/26 0:00:58	2501 GRANDVIEW AVENUE
2017-009628	1	600	2017/1/26 0:01:23	406 22ND STREET NW
2017-009629	11	321	2017/1/26 0:03:21	4501 SOUTHWEST BADGER PLACE
2017-009630	1	744	2017/1/26 0:05:32	8435 NORTHEAST GLISAN STREET
2017-009631	1	611	2017/1/26 0:19:31	2301 SOUTHWEST 3RD STREET
2017-009632	11	321	2017/1/26 0:31:04	NORTHEAST CéSAR E. CHáVEZ BOULEVARD
2017-009633	1	324	2017/1/26 0:42:32	SOUTHEAST HAIG STREET
2017-009634	10	311	2017/1/26 0:42:36	2609 SOUTHEAST 6TH AVENUE
2017-009635	1	611	2017/1/26 0:43:52	4201 15TH STREET
2017-009636	1	324	2017/1/26 0:46:02	JAVA ROAD/BALI ROAD
2017-009637	1	730	2017/1/26 0:51:02	7401 REDSTONE ROAD
2017-009638	10	300	2017/1/26 0:55:44	4624 SOUTHEAST 64TH AVENUE
2017-009639	11	321	2017/1/26 1:00:07	2215 ALOHA DRIVE
2017-009640	11	321	2017/1/26 1:01:59	UNKNOWN ADDRESS
2017-009641	10	311	2017/1/26 1:02:11	4301 EAST 13TH AVENUE
2017-009642	1	622	2017/1/26 1:13:00	LUNALILO FREEWAY
2017-009643	11	321	2017/1/26 1:24:52	4201 STYGLER ROAD
2017-009644	1	611	2017/1/26 1:35:07	1901 KEOLANI PLACE
2017-009645	11	321	2017/1/26 1:35:32	2801 NICHOLL STREET WEST
2017-009646	10	311	2017/1/26 2:10:29	8001 SOUTHEAST OAK STREET
2017-009647	1	324	2017/1/26 2:12:42	SERVICE ROAD
2017-009648	1	324	2017/1/26 2:14:03	SOUTHEAST 58TH AVENUE/SOUTHEAST MALL STREET
2017-009649	10	311	2017/1/26 2:15:58	5801 NORTHEAST 45TH AVENUE
2017-009650	1	324	2017/1/26 2:18:59	NORTHEAST 22ND AVENUE/NORTHEAST GLISAN STREET
2017-009651	10	300	2017/1/26 2:22:52	3601 NORTHEAST FRANKLIN AVENUE
2017-009652	1	740	2017/1/26 2:25:30	401 SOUTHEAST RHINE STREET
2017-009653	1	323	2017/1/26 2:27:23	AIKINS WAY/CHAMBERS DRIVE
2017-009654	11	321	2017/1/26 2:27:49	7801 KALÄKAUA AVENUE
2017-009655	1	733	2017/1/26 2:29:30	221 MAHALANI STREET
2017-009656	11	321	2017/1/26 2:40:13	1201 30TH STREET
2017-009657	1	324	2017/1/26 2:41:21	NORTH 8TH STREET/DEMERS AVENUE
2017-009658	11	321	2017/1/26 2:41:41	SOUTHEAST 82ND AVENUE
2017-009659	11	321	2017/1/26 2:45:19	UNKNOWN ADDRESS
2017-009660	11	321	2017/1/26 2:49:39	13TH STREET
2017-009661	11	321	2017/1/26 2:49:44	6601 SOUTHEAST 25TH AVENUE
2017-009662	1113	111	2017/1/26 3:00:10	5832 SOUTHEAST FOSTER ROAD
2017-009663	1	611	2017/1/26 3:08:34	2719 SOUTHEAST 21ST AVENUE
2017-009664	1	324	2017/1/26 3:17:08	SERVICE ROAD
2017-009665	10	311	2017/1/26 3:21:30	3101 KEOLANI PLACE
2017-009666	1	611	2017/1/26 3:37:12	2000 SOUTHEAST 7TH AVENUE
2017-009667	10	311	2017/1/26 3:37:31	6701 WHITNEY PLACE
2017-009668	1	611	2017/1/26 3:59:49	3930 SOUTHEAST DIVISION STREET
2017-009669	1	324	2017/1/26 4:07:50	MONSON TURNPIKE
2017-009670	1	733	2017/1/26 4:26:39	1001 SOUTHEAST 2ND PLACE
2017-009671	11	321	2017/1/26 4:27:34	2401 SOUTHEAST MITCHELL STREET
2017-009672	1	600	2017/1/26 4:38:53	901 BASELINE ROAD
2017-009673	11	321	2017/1/26 4:52:17	1001 SOUTHWEST PEAK VIEW PLACE
2017-009674	10	300	2017/1/26 4:56:20	1805 29TH STREET
2017-009675	1	611	2017/1/26 5:22:06	4000 SOUTHEAST 82ND AVENUE
2017-009676	1	323	2017/1/26 5:29:38	550 SOUTHWEST INDUSTRIAL WAY
2017-009677	1	324	2017/1/26 5:33:45	SERVICE ROAD
2017-009678	11	321	2017/1/26 5:46:59	6401 SPRUCE STREET
2017-009679	1	744	2017/1/26 5:55:48	UNKNOWN ADDRESS
